country,year,month,pm2_5,pm10,nitrogen_dioxide,ozone
Cyprus,2023,2023-03,11.246908602150539,19.1247311827957,6.963978494623656,77.9986559139785
Cyprus,2023,2023-04,10.349583333333333,16.11263888888889,4.8943055555555555,87.09861111111111
Cyprus,2023,2023-05,11.438306451612904,20.388709677419357,3.8905913978494624,88.47311827956989
Cyprus,2023,2023-06,11.005972222222223,18.196388888888887,3.576388888888889,95.7875
Cyprus,2023,2023-07,9.437903225806451,14.518413978494625,3.588306451612903,101.04301075268818
Cyprus,2023,2023-08,12.528091397849462,22.166129032258063,3.486290322580645,94.29301075268818
Cyprus,2023,2023-09,10.402916666666668,18.084444444444443,4.268611111111111,90.69305555555556
Cyprus,2023,2023-10,13.40268817204301,22.294489247311827,6.464112903225807,79.95430107526882
Cyprus,2023,2023-11,10.603333333333333,19.455833333333334,7.3348611111111115,61.047222222222224
Cyprus,2023,2023-12,10.115860215053763,16.010080645161292,9.238172043010753,55.001344086021504
Cyprus,2024,2024-01,8.608198924731182,14.027284946236557,7.997983870967742,57.56720430107527
Cyprus,2024,2024-02,10.601867816091954,14.903304597701151,7.330172413793104,66.93247126436782
Cyprus,2024,2024-03,10.145564516129033,17.103360215053762,4.617876344086021,81.03225806451613
Cyprus,2024,2024-04,13.544305555555555,27.42583333333333,3.892361111111111,84.97916666666667
Cyprus,2024,2024-05,12.16505376344086,26.74448924731183,2.7876344086021505,85.99731182795699
Cyprus,2024,2024-06,11.94875,24.99013888888889,2.8898611111111108,87.50833333333334
Cyprus,2024,2024-07,9.478629032258064,15.288037634408601,2.6361559139784947,93.33870967741936
Cyprus,2024,2024-08,9.610887096774194,15.803091397849462,3.074059139784946,91.76612903225806
Cyprus,2024,2024-09,8.75013888888889,14.147916666666667,3.366111111111111,83.17361111111111
Cyprus,2024,2024-10,7.795698924731183,13.752150537634408,4.741935483870968,72.39516129032258
Cyprus,2024,2024-11,10.495,16.454444444444444,6.2868055555555555,65.03055555555555
Cyprus,2024,2024-12,10.221774193548388,16.96545698924731,6.924327956989247,60.526881720430104
Cyprus,2025,2025-01,11.94502688172043,16.25752688172043,8.311290322580646,64.16532258064517
Cyprus,2025,2025-02,7.485863095238095,10.23110119047619,5.758779761904762,73.08928571428571
Cyprus,2025,2025-03,10.576209677419355,18.84784946236559,4.524596774193548,82.33333333333333
Cyprus,2025,2025-04,7.720833333333333,14.03013888888889,2.9418055555555553,84.22222222222223
Cyprus,2025,2025-05,9.252016129032258,20.166532258064514,2.4955645161290323,84.39516129032258
Cyprus,2025,2025-06,9.119861111111112,12.576805555555554,2.340138888888889,93.50833333333334
Cyprus,2025,2025-07,9.337096774193549,14.236424731182796,2.217741935483871,95.48387096774194
Cyprus,2025,2025-08,10.919354838709678,17.798521505376346,2.378763440860215,92.15322580645162
Cyprus,2025,2025-09,9.739166666666666,15.480833333333335,3.046388888888889,83.34583333333333
Cyprus,2025,2025-10,5.80241935483871,12.053897849462366,3.6024193548387093,72.68817204301075
Cyprus,2025,2025-11,11.993749999999999,19.427083333333332,6.861111111111111,69.02083333333333
Czech Republic,2023,2023-01,11.524327956989248,14.521236559139783,16.95779569892473,37.979838709677416
Czech Republic,2023,2023-02,15.100148809523809,19.36889880952381,19.399553571428573,44.32738095238095
Czech Republic,2023,2023-03,12.09502688172043,15.933602150537634,16.544892473118278,53.869623655913976
Czech Republic,2023,2023-04,12.388333333333334,15.58,14.485277777777778,59.17777777777778
Czech Republic,2023,2023-05,11.503629032258065,15.913037634408601,10.384274193548386,72.83064516129032
Czech Republic,2023,2023-06,11.48861111111111,16.19263888888889,11.643055555555556,75.52638888888889
Czech Republic,2023,2023-07,8.750537634408602,12.596639784946236,8.515188172043011,77.91263440860214
Czech Republic,2023,2023-08,9.779166666666667,13.61975806451613,10.942204301075268,67.84543010752688
